Customer ID,Cluster,SegmentName,Recency,Orders,Revenue,Frequency,Monetary
12346.0,0,Champions,165,11,372.86,2.4849066497880004,5.923881395784186
12347.0,2,Potential Loyalists,3,2,1323.32,1.0986122886681096,7.188654399137086
12348.0,2,Potential Loyalists,74,1,222.16,0.6931471805599453,5.407889002977328
12349.0,0,Champions,43,3,2671.14,1.3862943611198906,7.890634928493536
12351.0,2,Potential Loyalists,11,1,300.93,0.6931471805599453,5.710195202428391
12352.0,2,Potential Loyalists,11,2,343.8,1.0986122886681096,5.842964538789538
12353.0,2,Potential Loyalists,44,1,317.76,0.6931471805599453,5.764438468529548
12355.0,1,At-Risk,203,1,488.21000000000004,0.6931471805599453,6.192791845141295
12356.0,0,Champions,16,3,3562.25,1.3862943611198906,8.17842832873514
12357.0,0,Champions,24,2,12079.99,1.0986122886681096,9.399388421773173
12358.0,0,Champions,11,3,2719.01,1.3862943611198906,7.908390835753873
12359.0,0,Champions,61,6,2563.36,1.9459101490553132,7.8494642138008395
12360.0,0,Champions,15,5,1590.83,1.791759469228055,7.372639576782921
12361.0,2,Potential Loyalists,98,3,321.35,1.3862943611198906,5.775637911756629
12362.0,1,At-Risk,374,1,130.0,0.6931471805599453,4.875197323201151
12366.0,1,At-Risk,269,1,500.24,0.6931471805599453,6.217085028297085
12368.0,1,At-Risk,264,1,917.6999999999999,0.6931471805599453,6.822959627277421
12369.0,2,Potential Loyalists,49,3,1791.15,1.3862943611198906,7.491171295388921
12370.0,1,At-Risk,260,3,774.62,1.3862943611198906,6.653662709523911
12371.0,0,Champions,45,3,2179.42,1.3862943611198906,7.687272797776933
12373.0,1,At-Risk,260,2,763.0500000000001,1.0986122886681096,6.638633232051267
12374.0,0,Champions,57,3,2246.29,1.3862943611198906,7.717480324827861
12376.0,2,Potential Loyalists,25,2,503.15,1.0986122886681096,6.222873842839224
12377.0,2,Potential Loyalists,17,2,1798.2,1.0986122886681096,7.495097400645106
12378.0,1,At-Risk,198,1,1407.7,0.6931471805599453,7.250422572266261
12379.0,2,Potential Loyalists,58,2,767.98,1.0986122886681096,6.645064961365095
12380.0,0,Champions,101,7,6951.49,2.0794415416798357,8.84685514777555
12385.0,2,Potential Loyalists,15,1,1938.4,0.6931471805599453,7.570133925870446
12386.0,2,Potential Loyalists,2,1,258.9,0.6931471805599453,5.560296941647445
12387.0,2,Potential Loyalists,51,1,143.94,0.6931471805599453,4.976319863681136
12388.0,2,Potential Loyalists,81,2,1120.45,1.0986122886681096,7.022377769818835
12389.0,2,Potential Loyalists,38,3,1433.33,1.3862943611198906,7.268453120207761
12391.0,0,Champions,100,5,2312.53,1.791759469228055,7.746529775628442
12392.0,1,At-Risk,227,1,234.75000000000003,0.6931471805599453,5.462771921513567
12393.0,2,Potential Loyalists,18,2,816.85,1.0986122886681096,6.706678945704534
12395.0,0,Champions,7,4,2048.64,1.6094379124341003,7.625419446955157
12396.0,1,At-Risk,310,1,931.43,0.6931471805599453,6.837794081676172
12399.0,2,Potential Loyalists,21,3,853.65,1.3862943611198906,6.750692028402277
12400.0,2,Potential Loyalists,50,1,205.25,0.6931471805599453,5.32908902521479
12402.0,0,Champions,28,5,1031.3,1.791759469228055,6.939544601471544
12403.0,1,At-Risk,157,1,591.6600000000001,0.6931471805599453,6.3846208787485486
12404.0,1,At-Risk,318,1,63.24,0.6931471805599453,4.162626069638506
12406.0,0,Champions,35,3,2975.06,1.3862943611198906,7.998355557040069
12408.0,2,Potential Loyalists,21,3,1452.22,1.3862943611198906,7.281537062982867
12409.0,0,Champions,56,4,12346.619999999999,1.6094379124341003,9.421218610934066
12410.0,2,Potential Loyalists,138,1,320.38,0.6931471805599453,5.772624223613607
12411.0,2,Potential Loyalists,45,1,346.9,0.6931471805599453,5.8519150821578965
12412.0,2,Potential Loyalists,38,3,1370.05,1.3862943611198906,7.223332148627434
12413.0,2,Potential Loyalists,38,1,241.35,0.6931471805599453,5.490382962291385
12414.0,2,Potential Loyalists,99,3,390.0,1.3862943611198906,5.968707559985366
12415.0,0,Champions,11,7,19543.84,2.0794415416798357,9.880466591956658
12416.0,1,At-Risk,292,1,202.56,0.6931471805599453,5.315960801720632
12417.0,0,Champions,46,11,3167.81,2.4849066497880004,8.061111402071473
12418.0,2,Potential Loyalists,49,3,1352.62,1.3862943611198906,7.210537764156515
12419.0,2,Potential Loyalists,21,2,503.01,1.0986122886681096,6.222596109144375
12421.0,2,Potential Loyalists,51,2,291.56,1.0986122886681096,5.678669773841126
12422.0,0,Champions,30,14,4428.24,2.70805020110221,8.395983290759423
12423.0,2,Potential Loyalists,23,2,763.08,1.0986122886681096,6.638672495726482
12424.0,2,Potential Loyalists,58,2,1579.07,1.0986122886681096,7.365224428837097
12425.0,2,Potential Loyalists,84,1,964.21,0.6931471805599453,6.872345694244244
12426.0,1,At-Risk,298,1,762.48,0.6931471805599453,6.6378869291616915
12427.0,2,Potential Loyalists,7,1,303.5,0.6931471805599453,5.718671087149952
12429.0,0,Champions,1,5,3735.51,1.791759469228055,8.225907299668116
12431.0,0,Champions,9,13,4370.52,2.639057329615259,8.382866053699123
12433.0,0,Champions,2,5,7205.39,1.791759469228055,8.882723411408882
12434.0,2,Potential Loyalists,17,1,297.29,0.6931471805599453,5.698066167660092
12435.0,0,Champions,32,4,6096.04,1.6094379124341003,8.71555868648987
12437.0,0,Champions,31,21,7731.99,3.091042453358316,8.953250871449011
12439.0,1,At-Risk,318,2,1158.18,1.0986122886681096,7.055468137579511
12440.0,2,Potential Loyalists,98,2,859.2,1.0986122886681096,6.757164920349636
12441.0,2,Potential Loyalists,2,1,173.55,0.6931471805599453,5.162211233551045
12443.0,1,At-Risk,368,1,485.31,0.6931471805599453,6.186846280636522
12445.0,2,Potential Loyalists,56,1,301.58000000000004,0.6931471805599453,5.7123457053166895
12449.0,2,Potential Loyalists,46,2,768.6,1.0986122886681096,6.645870899351497
12450.0,2,Potential Loyalists,35,3,490.32,1.3862943611198906,6.197095646670894
12451.0,0,Champions,99,3,3634.36,1.3862943611198906,8.198463422202693
12454.0,0,Champions,31,4,13151.44,1.6094379124341003,9.48436257172419
12455.0,0,Champions,81,4,3413.09,1.6094379124341003,8.135666265045577
12457.0,2,Potential Loyalists,71,1,632.68,0.6931471805599453,6.451544095156025
12458.0,2,Potential Loyalists,63,2,830.09,1.0986122886681096,6.7227380922401725
12459.0,1,At-Risk,241,1,454.36,0.6931471805599453,6.121088314901487
12460.0,2,Potential Loyalists,92,1,326.65,0.6931471805599453,5.791945965485506
12466.0,1,At-Risk,318,1,56.73,0.6931471805599453,4.055776969072842
12467.0,2,Potential Loyalists,59,1,132.8,0.6931471805599453,4.896346147694128
12468.0,0,Champions,162,3,2941.2,1.3862943611198906,7.986912879816112
12469.0,2,Potential Loyalists,158,2,3070.54,1.0986122886681096,8.029934343472139
12470.0,1,At-Risk,325,1,211.95,0.6931471805599453,5.3610573963692225
12471.0,0,Champions,10,49,20139.739999999998,3.912023005428146,9.91049990839795
12472.0,0,Champions,5,13,11308.48,2.639057329615259,9.333396591041696
12474.0,0,Champions,14,13,5048.66,2.639057329615259,8.527076193270187
12475.0,2,Potential Loyalists,45,1,426.26,0.6931471805599453,6.057392727222088
12476.0,0,Champions,32,12,7298.99,2.5649493574615367,8.89562825727253
12477.0,0,Champions,35,3,7056.63,1.3862943611198906,8.861864580078436
12480.0,0,Champions,35,3,2183.2200000000003,1.3862943611198906,7.689014064392341
12481.0,0,Champions,1,6,6765.07,1.9459101490553132,8.819675695134018
12482.0,0,Champions,212,29,23691.4,3.4011973816621555,10.072909600590481
12483.0,0,Champions,14,11,2635.6,2.4849066497880004,7.8772454873238695
12484.0,0,Champions,119,6,1828.43,1.9459101490553132,7.51175972190709
12485.0,1,At-Risk,165,1,708.1,0.6931471805599453,6.563996560309951
12486.0,2,Potential Loyalists,67,1,1037.28,0.6931471805599453,6.945320776868279
12487.0,1,At-Risk,366,1,285.29999999999995,0.6931471805599453,5.657040212104069
12490.0,0,Champions,14,11,4405.71,2.4849066497880004,8.390883658274694
12492.0,2,Potential Loyalists,39,1,452.0,0.6931471805599453,6.115892125483034
12494.0,2,Potential Loyalists,1,3,626.77,1.3862943611198906,6.4421738573469876
12495.0,1,At-Risk,276,1,357.4,0.6931471805599453,5.881649681100775
12496.0,1,At-Risk,256,2,54.09,1.0986122886681096,4.008968211484625
12497.0,0,Champions,36,2,5205.400000000001,1.0986122886681096,8.557643917024718
12499.0,1,At-Risk,196,1,393.72,0.6931471805599453,5.9781766527810465
12500.0,0,Champions,71,8,1697.39,2.1972245773362196,7.437436022477224
12503.0,1,At-Risk,220,1,1126.0,0.6931471805599453,7.027314514039777
12504.0,2,Potential Loyalists,53,2,297.0,1.0986122886681096,5.697093486505405
12505.0,2,Potential Loyalists,44,1,955.2,0.6931471805599453,6.862967096192003
12507.0,1,At-Risk,220,1,539.25,0.6931471805599453,6.292031995386996
12510.0,0,Champions,95,7,4195.45,2.0794415416798357,8.341994208761088
12511.0,2,Potential Loyalists,64,1,3084.02,0.6931471805599453,8.034313419300645
12514.0,1,At-Risk,277,1,580.08,0.6931471805599453,6.364888441004683
12516.0,2,Potential Loyalists,66,2,1336.56,1.0986122886681096,7.198602337577074
12519.0,2,Potential Loyalists,112,1,385.7,0.6931471805599453,5.957649198613251
12523.0,0,Champions,10,12,2582.38,2.5649493574615367,7.85685389803225
12524.0,0,Champions,24,9,6640.39,2.302585092994046,8.801076557911871
12525.0,2,Potential Loyalists,134,3,973.73,1.3862943611198906,6.882160509570649
12527.0,2,Potential Loyalists,130,2,386.8,1.0986122886681096,5.9604897428085515
12529.0,1,At-Risk,164,1,316.48,0.6931471805599453,5.760414824222675
12530.0,0,Champions,51,5,2096.98,1.791759469228055,7.648730256022339
12531.0,1,At-Risk,322,1,1807.98,0.6931471805599453,7.500518429502228
12533.0,1,At-Risk,263,2,1367.89,1.0986122886681096,7.221755471439273
12537.0,2,Potential Loyalists,44,1,732.94,0.6931471805599453,6.598427281404094
12538.0,2,Potential Loyalists,14,1,276.5,0.6931471805599453,5.625820933186489
12539.0,0,Champions,86,3,5646.400000000001,1.3862943611198906,8.638950541235412
12540.0,0,Champions,14,16,8854.25,2.833213344056216,9.08876578245533
12542.0,2,Potential Loyalists,120,2,481.88,1.0986122886681096,6.179768175579484
12543.0,2,Potential Loyalists,84,1,980.25,0.6931471805599453,6.888827269096618
12547.0,1,At-Risk,136,1,175.78,0.6931471805599453,5.174906021632802
12549.0,0,Champions,211,6,1575.68,1.9459101490553132,7.363076649441731
12553.0,2,Potential Loyalists,21,2,916.47,1.0986122886681096,6.821619881846465
12554.0,2,Potential Loyalists,84,1,468.5,0.6931471805599453,6.1516682986483175
12555.0,1,At-Risk,318,1,129.23,0.6931471805599453,4.869302117979612
12557.0,0,Champions,7,4,6725.18,1.6094379124341003,8.813762653761927
12562.0,2,Potential Loyalists,21,2,1185.18,1.0986122886681096,7.078493338699342
12563.0,2,Potential Loyalists,44,1,249.24,0.6931471805599453,5.522420457356946
12567.0,0,Champions,3,7,4308.58,2.0794415416798357,8.368595730553626
12568.0,1,At-Risk,280,1,70.0,0.6931471805599453,4.2626798770413155
12570.0,1,At-Risk,318,1,77.52,0.6931471805599453,4.3633533694082605
12573.0,2,Potential Loyalists,17,4,556.87,1.6094379124341003,6.324125960328047
12575.0,2,Potential Loyalists,93,2,622.8199999999999,1.0986122886681096,6.435861865217934
12576.0,2,Potential Loyalists,28,3,826.89,1.3862943611198906,6.718880295318339
12577.0,0,Champions,17,5,995.9499999999999,1.791759469228055,6.9047006182529085
12578.0,2,Potential Loyalists,21,2,1847.94,1.0986122886681096,7.522367780887655
12580.0,1,At-Risk,212,1,637.2,0.6931471805599453,6.4586517138441435
12582.0,2,Potential Loyalists,58,2,1469.04,1.0986122886681096,7.293044890286926
12583.0,0,Champions,9,13,7166.0599999999995,2.639057329615259,8.877250807662518
12586.0,0,Champions,10,3,1865.73,1.3862943611198906,7.531943516050998
12588.0,2,Potential Loyalists,35,3,743.88,1.3862943611198906,6.613223131580274
12589.0,0,Champions,57,6,4048.98,1.9459101490553132,8.306467221816787
12591.0,2,Potential Loyalists,26,2,899.3,1.0986122886681096,6.802728041114431
12592.0,2,Potential Loyalists,155,3,2145.06,1.3862943611198906,7.671388881793274
12594.0,0,Champions,14,5,1751.89,1.791759469228055,7.469021133380235
12595.0,2,Potential Loyalists,140,1,299.02,0.6931471805599453,5.703849139100744
12598.0,2,Potential Loyalists,99,3,1511.01,1.3862943611198906,7.321195170474221
12599.0,0,Champions,17,6,1264.14,1.9459101490553132,7.1429380669746925
12600.0,0,Champions,7,12,2444.88,2.5649493574615367,7.802160255354363
12601.0,2,Potential Loyalists,40,1,104.19999999999999,0.6931471805599453,4.65586330030361
12605.0,0,Champions,12,4,1232.95,1.6094379124341003,7.117975685005857
12606.0,1,At-Risk,318,1,21.0,0.6931471805599453,3.091042453358316
12608.0,2,Potential Loyalists,40,1,415.79,0.6931471805599453,6.03258249782888
12609.0,0,Champions,10,6,2309.01,1.9459101490553132,7.745007132510798
12613.0,0,Champions,24,5,3490.69,1.791759469228055,8.158141138677466
12615.0,0,Champions,49,4,3449.79,1.6094379124341003,8.146358469319471
12616.0,2,Potential Loyalists,24,1,417.8,0.6931471805599453,6.037393478996382
12619.0,1,At-Risk,196,1,140.14,0.6931471805599453,4.949752305572684
12621.0,0,Champions,1,16,11086.14,2.833213344056216,9.313541157094088
12623.0,0,Champions,52,6,3442.7400000000002,1.9459101490553132,8.144313369085756
12625.0,2,Potential Loyalists,145,2,2481.06,1.0986122886681096,7.816844139525548
12629.0,2,Potential Loyalists,21,2,1558.22,1.0986122886681096,7.3519409752019005
12631.0,0,Champions,92,5,2841.07,1.791759469228055,7.952287938895591
12632.0,2,Potential Loyalists,156,2,804.88,1.0986122886681096,6.691934848047708
12633.0,0,Champions,18,3,3514.18,1.3862943611198906,8.164846012037465
12634.0,1,At-Risk,171,2,490.0,1.0986122886681096,6.19644412779452
12635.0,2,Potential Loyalists,28,2,1241.23,1.0986122886681096,7.12466343053395
12636.0,1,At-Risk,374,1,141.0,0.6931471805599453,4.955827057601261
12637.0,0,Champions,14,4,2318.41,1.6094379124341003,7.749068121973169
12638.0,1,At-Risk,275,1,249.8,0.6931471805599453,5.524655808758766
12639.0,2,Potential Loyalists,70,2,826.27,1.0986122886681096,6.71813112299784
12643.0,0,Champions,21,6,5005.78,1.9459101490553132,8.518548272878501
12644.0,2,Potential Loyalists,66,3,1440.58,1.3862943611198906,7.2734950132839185
12645.0,0,Champions,45,4,1764.12,1.6094379124341003,7.475973955724828
12647.0,0,Champions,3,27,14201.53,3.332204510175204,9.561175396733223
12648.0,2,Potential Loyalists,73,3,793.95,1.3862943611198906,6.678279219594718
12649.0,0,Champions,18,5,1671.1399999999999,1.791759469228055,7.42185952219673
12651.0,2,Potential Loyalists,14,3,263.75,1.3862943611198906,5.578785984481516
12652.0,2,Potential Loyalists,70,1,97.05000000000001,0.6931471805599453,4.585477552642355
12653.0,2,Potential Loyalists,162,1,1950.98,0.6931471805599453,7.576599521018909
12655.0,2,Potential Loyalists,59,1,261.35,0.6931471805599453,5.569679490132721
12656.0,0,Champions,61,3,2356.66,1.3862943611198906,7.765424880709421
12661.0,2,Potential Loyalists,72,1,162.0,0.6931471805599453,5.093750200806762
12662.0,0,Champions,9,10,3138.2400000000002,2.3978952727983707,8.051736011389762
12663.0,1,At-Risk,260,2,239.4,1.0986122886681096,5.4823042026610525
12664.0,2,Potential Loyalists,150,2,1188.16,1.0986122886681096,7.081002454500384
12665.0,2,Potential Loyalists,53,2,250.6,1.0986122886681096,5.527840524826286
12666.0,2,Potential Loyalists,30,1,1248.42,0.6931471805599453,7.130434722615036
12668.0,0,Champions,14,6,7637.53,1.9459101490553132,8.940960455270737
12670.0,2,Potential Loyalists,21,2,764.24,1.0986122886681096,6.640189510115181
12671.0,1,At-Risk,242,1,2622.481,0.6931471805599453,7.872257340866884
12672.0,1,At-Risk,231,1,211.15,0.6931471805599453,5.357293571648334
12673.0,2,Potential Loyalists,37,1,619.5,0.6931471805599453,6.430525604644662
12675.0,1,At-Risk,189,2,958.5,1.0986122886681096,6.8664123154477545
12676.0,0,Champions,44,5,1511.7,1.791759469228055,7.321651412568154
12677.0,1,At-Risk,191,2,395.1,1.0986122886681096,5.981666704627871
12678.0,0,Champions,11,9,16652.72,2.302585092994046,9.720388893876716
12681.0,0,Champions,3,24,17080.74,3.2188758248682006,9.745765335690104
12682.0,0,Champions,1,23,11745.69,3.1780538303479458,9.371326777759148
12683.0,0,Champions,1,8,4220.21,2.1972245773362196,8.347877095788728
12686.0,2,Potential Loyalists,7,1,89.14,0.6931471805599453,4.501364017262502
12687.0,2,Potential Loyalists,116,2,2138.91,1.0986122886681096,7.668519051056749
12691.0,2,Potential Loyalists,56,1,134.6,0.6931471805599453,4.909709375506295
12692.0,1,At-Risk,273,1,110.95,0.6931471805599453,4.718052343044764
12693.0,2,Potential Loyalists,32,3,847.11,1.3862943611198906,6.743010344360515
12694.0,2,Potential Loyalists,57,1,973.68,0.6931471805599453,6.882109211998551
12695.0,2,Potential Loyalists,164,3,825.02,1.3862943611198906,6.716618986302906
12696.0,2,Potential Loyalists,70,2,851.91,1.0986122886681096,6.748654031960281
12698.0,1,At-Risk,226,1,339.75,0.6931471805599453,5.831149070576642
12699.0,2,Potential Loyalists,53,1,638.11,0.6931471805599453,6.460076583537422
12701.0,0,Champions,165,4,1648.7,1.6094379124341003,7.408348732181879
12703.0,1,At-Risk,269,3,722.98,1.3862943611198906,6.584763767694766
12705.0,0,Champions,19,5,4893.81,1.791759469228055,8.495930739093819
12708.0,0,Champions,4,9,2601.19,2.302585092994046,7.864108677159832
12709.0,0,Champions,2,20,21356.82,3.044522437723423,9.96917322794057
12711.0,1,At-Risk,247,2,1339.05,1.0986122886681096,7.200462205681664
12712.0,0,Champions,1,10,2797.53,2.3978952727983707,7.9368495583025425
12714.0,0,Champions,24,7,9384.85,2.0794415416798357,9.146958514977992
12717.0,1,At-Risk,226,1,277.93,0.6931471805599453,5.630960854284337
12720.0,0,Champions,5,6,2478.94,1.9459101490553132,7.8159896453179725
12721.0,2,Potential Loyalists,21,2,1356.95,1.0986122886681096,7.213731488589559
12724.0,2,Potential Loyalists,19,3,1286.11,1.3862943611198906,7.160154674029237
12725.0,0,Champions,7,4,2266.76,1.6094379124341003,7.72654783914248
12726.0,0,Champions,23,4,1405.5,1.6094379124341003,7.248859627929912
12727.0,2,Potential Loyalists,78,3,1698.8300000000002,1.3862943611198906,7.438283525043974
12728.0,2,Potential Loyalists,19,1,233.84,0.6931471805599453,5.458904431195985
12730.0,2,Potential Loyalists,157,1,829.25,0.6931471805599453,6.721726860256856
12731.0,0,Champions,78,5,6879.8,1.791759469228055,8.83649020323727
12733.0,0,Champions,25,3,2040.92,1.3862943611198906,7.621645820679982
12734.0,2,Potential Loyalists,10,2,529.25,1.0986122886681096,6.2733485934447915
12737.0,2,Potential Loyalists,134,2,3710.5,1.0986122886681096,8.219191386557602
12738.0,2,Potential Loyalists,8,1,155.35,0.6931471805599453,5.05209708390385
12739.0,2,Potential Loyalists,21,2,1713.69,1.0986122886681096,7.446987585243848
12741.0,1,At-Risk,165,2,406.07,1.0986122886681096,6.008985160825971
12742.0,1,At-Risk,261,1,1201.52,0.6931471805599453,7.092174633858238
12744.0,0,Champions,95,4,4037.77,1.6094379124341003,8.303695469153682
12745.0,2,Potential Loyalists,122,3,925.41,1.3862943611198906,6.8313169012337
12746.0,1,At-Risk,176,1,254.55,0.6931471805599453,5.543418085214289
